STATION,DATE,REPORT TYPE,SOURCE,DailyWeather,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,REM,REPORT   TYPE,SOURCE,WindEquipmentChangeDate
3797035047,2021-03-08T13:00:00,FM-12,4,,31,44,,,0.02,8,61,30.24,BKN:07 32,30.06,8.7,39,250,,7,SYN07003797 45664 /2506 10066 21005 30178 40239 58006 333 55300 20737 87/33=,FM-12,4,
3797035047,2021-03-08T14:00:00,FM-12,4,,32,45,,,0.04,8,61,30.22,SCT:04 32 SCT:03 44 BKN:06 148,30.03,8.7,40,240,,6,SYN08203797 45664 /2405 10072 20001 30171 40232 58014 333 55300 21005 84/32 83/45 86/65=,FM-12,4,
3797035047,2021-03-08T15:00:00,FM-12,4,,31,45,,,0.05,6,59,30.2,FEW:01 148,30.02,13.67,39,220,,7,SYN07003797 45972 /2206 10071 21005 30167 40228 56017 333 55300 20775 81/65=,FM-12,4,
3797035047,2021-03-08T16:00:00,FM-12,4,,31,45,,,0.05,6,60,30.19,BKN:07 41,30.01,16.16,39,230,,7,SYN07003797 45676 /2306 10071 21003 30162 40223 56017 333 55300 20359 87/42=,FM-12,4,
3797035047,2021-03-08T17:00:00,FM-12,4,,32,44,,,0.03,7,63,30.18,OVC:08 38,30,9.32,39,220,,7,SYN07003797 45665 /2206 10068 20001 30160 40221 57010 333 55300 20139 88/39=,FM-12,4,
3797035047,2021-03-08T18:00:00,FM-12,4,,34,43,,,0.02,6,72,30.18,BKN:07 44 BKN:06 89,30,6.84,39,210,,7,SYN08803797 15661 /2106 10059 20011 30160 40221 56007 60002 333 10073 55300 20040 87/45 86/59=,FM-12,4,
3797035047,2021-03-08T19:00:00,FM-12,4,,34,42,,,0,6,74,30.19,BKN:05 33 BKN:07 69,30.01,6.21,39,220,,7,SYN08203797 47660 /2206 10056 20013 30161 40222 56001 723// 333 55300 20000 85/34 87/57=,FM-12,4,
3797035047,2021-03-08T20:00:00,FM-12,4,,35,42,,|HZ |,0,7,75,30.18,OVC:08 30,30,4.35,39,230,,8,SYN07603797 47657 /2307 10055 20014 30160 40221 57001 704// 333 55300 20000 88/30=,FM-12,4,
3797035047,2021-03-08T21:00:00,FM-12,4,,36,41,,|SHRA |,0,4,82,30.18,FEW:02 32 BKN:06 49,30,4.35,39,240,,7,SYN08203797 47657 /2406 10050 20021 30159 40220 54000 781// 333 55300 20000 82/33 86/50=,FM-12,4,
3797035047,2021-03-08T22:00:00,FM-12,4,,36,41,,,0.01,8,83,30.17,FEW:01 31 BKN:07 40,29.99,4.35,39,210,,6,SYN08203797 47657 /2105 10048 20021 30156 40217 58005 723// 333 55300 20000 81/31 87/41=,FM-12,4,
3797035047,2021-03-08T23:00:00,FM-12,4,,35,41,,|HZ |,0.01,7,79,30.16,SCT:04 35 BKN:07 47,29.98,5.59,38,230,,7,SYN08203797 47659 /2306 10049 20016 30154 40215 57005 704// 333 55300 20000 84/36 87/48=,FM-12,4,
3797035047,2021-03-08T23:59:00,SOD  ,O,HZ,,,,,,,,,,,,,,,,,SOD  ,O,
3797035047,2021-03-09T00:00:00,FM-12,4,,34,39,,,0.02,7,82,30.16,SCT:04 59 BKN:07 148,29.98,4.97,37,230,,8,SYN08803797 17758 /2307 10041 20012 30151 40212 57008 69901 723// 333 55/// 20602 84/56 87/65=,FM-12,4,
3797035047,2021-03-09T01:00:00,FM-12,4,,34,39,,|HZ |,0.02,8,82,30.15,BKN:07 118,29.97,4.97,37,230,,8,SYN07603797 47958 /2307 10041 20012 30148 40209 58008 704// 333 55300 20000 87/62=,FM-12,4,
3797035047,2021-03-09T02:00:00,FM-12,4,,34,38,,|HZ |,0.03,6,84,30.14,FEW:01 32 OVC:08 79,29.96,6.21,36,270,,7,SYN08203797 47660 /2706 10036 20011 30145 40206 56009 704// 333 55300 20000 81/33 88/58=,FM-12,4,
3797035047,2021-03-09T03:00:00,FM-12,4,,35,40,,,0.04,8,80,30.12,BKN:06 44 BKN:05 128,29.94,7.46,38,280,,8,SYN07603797 45662 /2807 10046 20014 30139 40200 58012 333 55300 20000 86/45 85/63=,FM-12,4,
3797035047,2021-03-09T04:00:00,FM-12,4,,35,40,,,0.03,8,83,30.11,BKN:07 49,29.93,7.46,38,280,,8,SYN07603797 47762 /2807 10044 20018 30136 40198 58011 723// 333 55300 20000 87/50=,FM-12,4,
3797035047,2021-03-09T05:00:00,FM-12,4,,35,39,,,0.03,6,84,30.11,FEW:01 38 BKN:07 59,29.93,9.32,37,280,,9,SYN07603797 45665 /2808 10041 20016 30136 40198 56009 333 55300 20000 81/39 87/56=,FM-12,4,
3797035047,2021-03-09T06:00:00,FM-12,4,,36,40,,,0.01,5,85,30.12,OVC:08 59,29.94,11.18,38,300,,9,SYN10003797 15768 /3008 10045 20021 30138 40199 55002 69922 333 20033 3/002 55000 55300 20000 70002 88/56=,FM-12,4,
3797035047,2021-03-09T07:00:00,FM-12,4,,36,40,,,-0.01,3,85,30.12,OVC:08 59,29.94,12.43,38,300,,10,SYN07003797 45770 /3009 10045 20022 30139 40200 53003 333 55300 20014 88/56=,FM-12,4,
3797035047,2021-03-09T08:00:00,FM-12,4,,36,40,,,-0.02,3,85,30.13,BKN:05 69,29.95,11.81,38,300,,8,SYN07003797 45869 /3007 10046 20023 30142 40203 53006 333 55300 20162 85/57=,FM-12,4,
3797035047,2021-03-09T09:00:00,FM-12,4,,37,43,,,-0.02,2,80,30.14,FEW:01 69,29.96,11.18,40,290,,13,SYN07003797 45868 /2911 10060 20028 30145 40206 52007 333 55307 20744 81/57=,FM-12,4,
3797035047,2021-03-09T10:00:00,FM-12,4,,37,44,,,-0.01,1,75,30.13,,29.95,17.4,41,290,,11,SYN07003797 45978 /2910 10069 20027 30143 40203 51003 333 55310 21439 8//99=,FM-12,4,
3797035047,2021-03-09T11:00:00,FM-12,4,,36,46,,,0,8,69,30.13,,29.95,13.67,42,290,,11,SYN07003797 45972 /2910 10080 20025 30141 40202 58001 333 55310 21838 8//99=,FM-12,4,
3797035047,2021-03-09T12:00:00,FM-12,4,,37,48,,,0.01,6,66,30.12,,29.95,11.18,43,290,,13,SYN07603797 15968 /2911 10089 20028 30141 40201 56004 60001 333 55310 22085 8//99=,FM-12,4,
3797035047,2021-03-09T13:00:00,FM-12,4,,37,49,,,0.01,8,62,30.11,,29.93,10.56,44,290,,11,SYN07003797 45967 /2910 10097 20028 30137 40197 58005 333 55310 22133 8//99=,FM-12,4,
3797035047,2021-03-09T14:00:00,FM-12,4,,36,51,,,0.03,8,57,30.09,,29.92,16.16,44,290,,10,SYN07003797 45976 /2909 10106 20024 30132 40191 58010 333 55310 21977 8//99=,FM-12,4,
3797035047,2021-03-09T15:00:00,FM-12,4,,36,51,,,0.04,6,56,30.09,,29.91,13.05,44,300,,8,SYN07003797 45971 /3007 10108 20022 30129 40188 56013 333 55310 21671 8//99=,FM-12,4,
3797035047,2021-03-09T16:00:00,FM-12,4,,35,52,,,0.03,6,52,30.08,SCT:04 69,29.91,16.16,44,300,,6,SYN08003797 45876 /3005 10112 20015 30127 40187 56010 333 55310 21230 84/57 555 7/094=,FM-12,4,
3797035047,2021-03-09T17:00:00,FM-12,4,,35,52,,,0.01,6,52,30.08,BKN:05 79,29.9,18.64,44,290,,6,SYN07003797 45980 /2905 10109 20014 30126 40186 56005 333 55309 20644 85/58=,FM-12,4,
3797035047,2021-03-09T18:00:00,FM-12,4,,38,45,,,0.01,7,75,30.08,FEW:01 79,29.9,13.67,42,140,,7,SYN08203797 15972 /1406 10072 20031 30125 40186 57004 60002 333 10114 55303 20120 81/58=,FM-12,4,
3797035047,2021-03-09T19:00:00,FM-12,4,,36,44,,,0,5,75,30.09,,29.91,14.91,40,150,,7,SYN07003797 45974 /1506 10065 20024 30127 40188 55000 333 55300 20000 8//99=,FM-12,4,
3797035047,2021-03-09T20:00:00,FM-12,4,,37,44,,,0,4,77,30.08,,29.9,11.81,41,200,,8,SYN07003797 45969 /2007 10064 20026 30126 40187 54000 333 55300 20000 8//99=,FM-12,4,
3797035047,2021-03-09T21:00:00,FM-12,4,,37,42,,,0,8,80,30.07,FEW:01 246,29.89,11.81,40,220,,9,SYN07003797 45969 /2208 10058 20026 30123 40184 58001 333 55300 20000 81/75=,FM-12,4,
3797035047,2021-03-09T22:00:00,FM-12,4,,36,41,,,0.01,7,82,30.07,,29.89,8.7,39,230,,9,SYN07003797 45964 /2308 10052 20023 30122 40183 57005 333 55300 20000 8//99=,FM-12,4,
3797035047,2021-03-09T23:00:00,FM-12,4,,35,40,,,0.01,7,81,30.07,FEW:01 236,29.89,11.81,38,250,,10,SYN07003797 45969 /2509 10047 20016 30121 40182 57005 333 55300 20000 81/74=,FM-12,4,
3797035047,2021-03-09T23:59:00,SOD  ,O,HZ,,,,,,,,,,,,,,,,,SOD  ,O,
3797035047,2021-03-10T00:00:00,FM-12,4,,35,41,,,0.02,8,79,30.05,BKN:07 197,29.87,11.81,38,230,,8,SYN07603797 15969 /2307 10048 20015 30116 40177 58008 60001 333 55/// 21398 87/70=,FM-12,4,
3797035047,2021-03-10T01:00:00,FM-12,4,,36,41,,,0.02,7,83,30.05,BKN:07 177 BKN:07 217,29.87,8.08,39,210,,7,SYN07603797 45963 /2106 10048 20021 30116 40177 57006 333 55300 20000 87/68 87/72=,FM-12,4,
3797035047,2021-03-10T02:00:00,FM-12,4,,36,40,,,0.03,7,86,30.04,BKN:07 157 SCT:03 226,29.86,6.21,38,180,,7,SYN07603797 45960 /1806 10044 20023 30111 40172 57010 333 55300 20000 87/66 83/73=,FM-12,4,
3797035047,2021-03-10T03:00:00,FM-12,4,,39,42,,|HZ |,0.04,8,91,30.01,OVC:08 138,29.83,5.59,41,180,,8,SYN07603797 47959 /1807 10055 20041 30102 40163 58013 704// 333 55300 20000 88/64=,FM-12,4,
3797035047,2021-03-10T04:00:00,FM-12,4,,40,44,,|HZ |,0.06,7,88,30,OVC:08 128,29.82,6.21,42,200,,10,SYN07603797 47960 /2009 10064 20045 30097 40158 57019 704// 333 55300 20000 88/63=,FM-12,4,
3797035047,2021-03-10T05:00:00,FM-12,4,,40,44,,,0.05,6,85,29.98,OVC:08 108,29.8,6.21,42,200,,11,SYN07003797 45960 /2010 10067 20043 30093 40154 56017 333 55300 20000 88/61=,FM-12,4,
3797035047,2021-03-10T06:00:00,FM-12,4,,39,44,,,0.04,8,82,29.96,OVC:08 79,29.79,6.21,42,200,,14,SYN10003797 15960 /2012 10068 20039 30087 40147 58015 60002 333 20041 3/001 55090 55300 20000 70000 88/58=,FM-12,4,
3797035047,2021-03-10T07:00:00,FM-12,4,,38,44,,,0.05,8,80,29.94,OVC:08 79,29.77,6.21,41,200,,17,SYN07003797 45960 /2015 10069 20036 30080 40140 58017 333 55300 20007 88/58=,FM-12,4,
3797035047,2021-03-10T08:00:00,FM-12,4,,37,44,,|HZ |,0.06,7,76,29.93,OVC:08 69,29.75,4.97,41,200,,20,SYN08803797 47858 /2017 10069 20029 30074 40134 57019 704// 333 55300 20095 88/57 90710 91126=,FM-12,4,
3797035047,2021-03-10T09:00:00,FM-12,4,,37,44,,|HZ |,0.04,6,75,29.92,OVC:08 49,29.75,4.97,41,210,,21,SYN08803797 47758 /2118 10067 20026 30073 40133 56014 704// 333 55300 20161 88/50 90710 91132=,FM-12,4,
3797035047,2021-03-10T10:00:00,FM-12,4,,39,44,,|SHRA |,0.05,8,84,29.9,BKN:07 44,29.72,3.73,42,200,,22,SYN08803797 47656 /2019 10064 20038 30064 40124 58016 781// 333 55300 20300 87/45 90710 91128=,FM-12,4,
3797035047,2021-03-10T11:00:00,FM-12,4,,40,44,,,0.07,8,87,29.86,BKN:07 59,29.68,4.35,42,200,,24,SYN08803797 47757 /2021 10066 20045 30051 40111 58023 723// 333 55300 20394 87/56 90710 91134=,FM-12,4,
3797035047,2021-03-10T12:00:00,FM-12,4,,40,44,,,0.07,6,85,29.85,BKN:05 15 BKN:07 49,29.67,5.59,42,200,,23,SYN10003797 17459 /2020 10069 20045 30049 40109 56024 69921 723// 333 55300 20345 85/15 87/50 90710 91129=,FM-12,4,
3797035047,2021-03-10T13:00:00,FM-12,4,,40,45,,|SHRA |,0.08,7,85,29.82,BKN:07 14,29.64,6.21,43,200,,23,SYN08803797 47460 /2020 10070 20046 30037 40097 57027 781// 333 55300 20299 87/14 90710 91131=,FM-12,4,
3797035047,2021-03-10T14:00:00,FM-12,4,,40,44,,|SHRA |,0.07,8,85,29.78,OVC:08 16,29.61,5.59,42,200,,24,SYN08803797 47459 /2021 10069 20045 30026 40086 58024 781// 333 55300 20264 88/16 90710 91135=,FM-12,4,
3797035047,2021-03-10T15:00:00,FM-12,4,,42,44,,|DZ |,0.09,6,93,29.76,OVC:08 9,29.58,3.73,43,200,,23,SYN09403797 47356 /2020 10064 20053 30017 40078 56031 751// 333 55300 20145 88/09 90710 91134 91031=,FM-12,4,
3797035047,2021-03-10T16:00:00,FM-12,4,,42,44,,,0.09,8,93,29.72,OVC:08 7,29.54,4.35,43,200,,22,SYN08803797 47357 /2019 10066 20056 30005 40065 58032 723// 333 55300 20081 88/07 90710 91131=,FM-12,4,
3797035047,2021-03-10T17:00:00,FM-12,4,,43,44,,|SHRA |,0.1,8,94,29.68,OVC:08 6,29.51,4.35,44,200,,25,SYN08803797 47357 /2022 10068 20059 39992 40052 58033 781// 333 55300 20033 88/06 90710 91135=,FM-12,4,
3797035047,2021-03-10T18:00:00,FM-12,4,,43,45,,,0.11,6,95,29.65,OVC:08 6,29.48,2.86,44,200,,25,SYN10003797 17346 /2022 10070 20062 39982 40042 56036 69942 723// 333 10072 55300 20009 88/06 90710 91136=,FM-12,4,
3797035047,2021-03-10T19:00:00,FM-12,4,,44,45,,,0.1,6,96,29.62,OVC:08 5,29.44,2.86,45,190,,26,SYN09403797 47246 /1923 10072 20066 39971 40031 56033 710// 333 55300 20000 88/05 90710 91135 91035=,FM-12,4,
3797035047,2021-03-10T20:00:00,FM-12,4,,45,46,,,0.1,7,96,29.59,OVC:08 5,29.41,2.49,46,200,41,26,SYN004BUFR,FM-12,4,
3797035047,2021-03-10T21:00:00,FM-12,4,,45,47,,,0.11,8,96,29.54,OVC:08 5,29.37,2.49,46,200,,25,SYN08803797 47240 /2022 10081 20075 39946 40005 58036 710// 333 55300 20000 88/05 90710 91135=,FM-12,4,
3797035047,2021-03-10T22:00:00,FM-12,4,,46,47,,,0.11,8,97,29.52,OVC:08 5,29.34,3.04,47,200,,23,SYN09403797 47249 /2020 10085 20080 39936 49995 58036 710// 333 55300 20000 88/05 90710 91134 91032=,FM-12,4,
3797035047,2021-03-10T23:00:00,FM-12,4,,47,48,,,0.11,6,96,29.48,BKN:07 6 BKN:05 12,29.3,2.17,47,210,,26,SYN09403797 47335 /2123 10089 20083 39923 49982 56036 710// 333 55300 20000 87/06 85/12 90710 91134=,FM-12,4,
3797035047,2021-03-10T23:59:00,SOD  ,O,DZ BR HZ,,,,,,,,,,,,,,,,,SOD  ,O,
3797035047,2021-03-11T00:00:00,FM-12,4,,48,48,,|SHRA |,0.1,6,97,29.44,OVC:08 4,29.27,2.73,48,210,,24,SYN09403797 17244 /2121 10091 20087 39912 49971 56034 69961 781// 333 55/// 20211 88/04 90710 91133=,FM-12,4,
3797035047,2021-03-11T01:00:00,FM-12,4,,48,49,,|DZ |,0.11,7,95,29.41,BKN:06 6 BKN:06 15,29.23,7.46,48,210,,24,SYN10003797 47362 /2121 10096 20089 39899 49958 57036 757// 333 55300 20000 86/06 86/15 90710 91131 91031=,FM-12,4,
3797035047,2021-03-11T02:00:00,FM-12,4,,48,50,,,0.12,8,92,29.36,BKN:05 10 BKN:06 18,29.19,5.59,49,210,,28,SYN10003797 47459 /2124 10102 20090 39884 49942 58039 723// 333 55300 20000 85/10 86/18 90710 91136 91036=,FM-12,4,
3797035047,2021-03-11T03:00:00,FM-12,4,,47,51,,,0.11,6,89,29.34,SCT:03 17 BKN:05 49,29.16,6.21,49,220,,24,SYN10003797 47460 /2221 10103 20085 39876 49934 56037 723// 333 55300 20000 83/17 85/50 90710 91138 91031=,FM-12,4,
3797035047,2021-03-11T04:00:00,FM-12,4,,45,50,,,0.09,6,82,29.32,FEW:01 9 BKN:05 24,29.14,8.08,48,230,,28,SYN10003797 47363 /2324 10102 20073 39869 49928 56029 723// 333 55300 20000 81/09 85/24 90710 91137 91037=,FM-12,4,
3797035047,2021-03-11T05:00:00,FM-12,4,,43,51,,,0.05,5,75,29.31,FEW:01 27 BKN:06 32,29.14,5.59,47,230,,36,SYN10003797 47559 /2331 10103 20061 39868 49926 55017 723// 333 55300 20000 81/27 86/32 90710 91144 91044=,FM-12,4,
3797035047,2021-03-11T06:00:00,FM-12,4,,42,50,,,0.04,6,73,29.29,BKN:06 31,29.12,5.59,46,230,,32,SYN12403797 17659 /2328 10102 20055 39862 49920 56014 60012 723// 333 20069 3/006 55000 55300 20000 70016 86/31 90710 91149 91043=,FM-12,4,
3797035047,2021-03-11T07:00:00,FM-12,4,,40,49,,,0.03,8,71,29.28,SCT:04 35,29.11,5.59,45,230,,32,SYN09403797 47659 /2328 10097 20047 39858 49917 58011 723// 333 55300 20023 84/36 90710 91145 91040=,FM-12,4,
3797035047,2021-03-11T08:00:00,FM-12,4,,41,50,,,0,5,71,29.31,SCT:03 33 BKN:07 43,29.13,6.21,46,230,,36,SYN09403797 45660 /2331 10101 20050 39866 49925 55000 333 55303 20322 83/34 87/44 90710 91151 91043=,FM-12,4,
3797035047,2021-03-11T09:00:00,FM-12,4,,41,51,,,-0.04,3,70,29.33,BKN:07 38,29.16,7.46,46,240,,32,SYN08803797 45662 /2428 10106 20052 39875 49933 53012 333 55306 20740 87/39 90710 91148 91039=,FM-12,4,
3797035047,2021-03-11T10:00:00,FM-12,4,,42,53,,,-0.08,2,67,29.37,BKN:05 30 BKN:06 40,29.19,7.46,48,240,,30,SYN09403797 45662 /2426 10115 20055 39886 49945 52028 333 55308 21331 85/30 86/41 90710 91139 91038=,FM-12,4,
3797035047,2021-03-11T11:00:00,FM-12,4,,40,53,,,-0.08,1,61,29.39,BKN:06 34,29.21,9.32,47,250,,32,SYN08803797 45665 /2528 10118 20044 39893 49951 51027 333 55309 21851 86/35 90710 91141 91041=,FM-12,4,
3797035047,2021-03-11T12:00:00,FM-12,4,,40,54,,,-0.08,1,60,29.42,SCT:03 38 BKN:06 44,29.25,14.29,47,240,,26,SYN09403797 15673 /2423 10120 20045 39904 49962 51028 69901 333 55308 21990 83/39 86/45 90710 91140=,FM-12,4,
3797035047,2021-03-11T13:00:00,FM-12,4,,44,51,,,-0.06,1,78,29.43,SCT:03 36 BKN:05 47,29.26,15.53,48,260,,17,SYN09403797 47675 /2615 10105 20067 39909 49967 51022 723// 333 55302 20911 83/37 85/48 90710 91132=,FM-12,4,
3797035047,2021-03-11T14:00:00,FM-12,4,,42,50,,,-0.06,1,76,29.45,FEW:02 49 BKN:05 89,29.28,18.02,46,260,,23,SYN09403797 47779 /2620 10098 20057 39914 49973 51021 723// 333 55305 21231 82/50 85/59 90710 91134=,FM-12,4,
3797035047,2021-03-11T15:00:00,FM-12,4,,43,49,,,-0.05,2,79,29.47,BKN:05 37,29.29,24.85,46,250,,17,SYN08803797 47682 /2515 10095 20060 39920 49978 52016 723// 333 55302 20866 85/38 90710 91125=,FM-12,4,
3797035047,2021-03-11T16:00:00,FM-12,4,,39,44,,|SHRA |,0.05,9,81,29.48,BKN:06 35,29.31,24.85,42,250,,23,SYN08803797 47682 /2520 10069 20039 39925 49984 50016 781// 333 55300 20426 86/36 90710 91135=,FM-12,4,
3797035047,2021-03-11T17:00:00,FM-12,4,,40,44,,,0.04,9,85,29.49,FEW:02 59 SCT:03 177,29.32,21.75,42,240,,16,SYN09403797 47781 /2414 10065 20042 39928 49987 50013 723// 333 55300 20237 82/56 83/68 90710 91129=,FM-12,4,
3797035047,2021-03-11T18:00:00,FM-12,4,,39,44,,,-0.05,3,85,29.51,SCT:04 177,29.34,31.07,42,240,,14,SYN08203797 15984 /2412 10064 20040 39935 49994 53016 60042 333 10130 55302 20165 84/68=,FM-12,4,
3797035047,2021-03-11T19:00:00,FM-12,4,,39,43,,,-0.07,3,85,29.56,FEW:01 27 BKN:06 177,29.38,31.07,41,240,,15,SYN07603797 45584 /2413 10062 20038 39949 40009 53023 333 55300 20000 81/27 86/68=,FM-12,4,
3797035047,2021-03-11T20:00:00,FM-12,4,,37,42,,,-0.09,2,81,29.58,FEW:01 118 BKN:06 157,29.41,31.07,40,250,,21,SYN09403797 47984 /2518 10056 20026 39958 40018 52030 723// 333 55300 20000 81/62 86/66 90710 91127=,FM-12,4,
3797035047,2021-03-11T21:00:00,FM-12,4,,36,41,,,-0.09,1,82,29.61,FEW:01 38,29.43,21.75,39,250,,22,SYN08203797 45681 /2519 10051 20023 39967 40027 51032 333 55300 20000 81/39 90710 91128=,FM-12,4,
3797035047,2021-03-11T22:00:00,FM-12,4,,36,41,,,-0.09,3,82,29.65,,29.47,24.85,39,250,,21,SYN08203797 45982 /2518 10050 20021 39981 40041 53032 333 55300 20000 8//99 90710 91125=,FM-12,4,
3797035047,2021-03-11T23:00:00,FM-12,4,,35,41,,,-0.1,2,82,29.68,,29.51,27.96,38,250,,18,SYN07003797 45983 /2516 10048 20019 39992 40052 52034 333 55300 20000 8//99=,FM-12,4,
3797035047,2021-03-11T23:59:00,SOD  ,O,DZ,,,,,,,,,,,,,,,,,SOD  ,O,
3797035047,2021-03-12T00:00:00,FM-12,4,,35,40,,,-0.09,1,84,29.7,,29.52,18.64,38,240,,15,SYN07603797 15980 /2413 10044 20019 39997 40057 51029 69901 333 55/// 21004 8//99=,FM-12,4,
3797035047,2021-03-12T01:00:00,FM-12,4,,35,40,,,-0.06,1,85,29.71,,29.54,16.16,38,250,,15,SYN07003797 45976 /2513 10042 20019 30002 40062 51020 333 55300 20000 8//99=,FM-12,4,
3797035047,2021-03-12T02:00:00,FM-12,4,,35,39,,,-0.03,1,85,29.72,,29.54,18.64,37,240,,16,SYN07003797 45980 /2414 10041 20018 30003 40064 51011 333 55300 20000 8//99=,FM-12,4,
3797035047,2021-03-12T03:00:00,FM-12,4,,35,39,,,0.01,9,85,29.71,FEW:02 148,29.53,17.4,37,230,,11,SYN07003797 45978 /2310 10038 20015 30001 40062 50005 333 55300 20000 82/65=,FM-12,4,
3797035047,2021-03-12T04:00:00,FM-12,4,,36,40,,,0.01,8,85,29.7,BKN:05 148 BKN:05 207,29.52,11.81,38,230,,13,SYN07603797 45969 /2311 10044 20021 39998 40058 58004 333 55300 20000 85/65 85/71=,FM-12,4,
3797035047,2021-03-12T05:00:00,FM-12,4,,36,41,,,0.02,7,84,29.69,FEW:01 89 SCT:04 138,29.52,9.94,39,230,,14,SYN07603797 45966 /2312 10050 20025 39995 40055 57008 333 55300 20000 81/59 84/64=,FM-12,4,
3797035047,2021-03-12T06:00:00,FM-12,4,,38,43,,,0.04,8,83,29.67,BKN:05 108,29.49,7.46,41,220,,13,SYN10003797 15962 /2211 10059 20032 39987 40048 58014 69902 333 20037 3/002 55046 553// 2//// 70038 85/61=,FM-12,4,
3797035047,2021-03-12T07:00:00,FM-12,4,,39,44,,,0.03,6,84,29.67,FEW:02 18 SCT:04 89,29.49,13.05,42,230,,16,SYN08203797 47471 /2314 10064 20038 39987 40047 56010 723// 333 55300 20011 82/18 84/59=,FM-12,4,
3797035047,2021-03-12T08:00:00,FM-12,4,,39,44,,,0.03,6,82,29.66,SCT:03 20,29.48,10.56,42,220,,17,SYN08203797 45567 /2215 10068 20039 39984 40044 56010 333 55304 20324 83/20 90710 91127=,FM-12,4,
3797035047,2021-03-12T09:00:00,FM-12,4,,41,46,,,0.03,8,83,29.64,BKN:05 17 BKN:06 25,29.46,10.56,44,220,,17,SYN07603797 45467 /2215 10077 20049 39976 40036 58011 333 55302 20641 85/17 86/25=,FM-12,4,
3797035047,2021-03-12T10:00:00,FM-12,4,,43,46,,|SHRA |,0.05,8,87,29.61,FEW:02 20 BKN:05 27,29.44,13.05,45,240,,18,SYN09403797 47571 /2416 10079 20059 39969 40028 58018 781// 333 55301 20722 82/20 85/27 90710 91127=,FM-12,4,
3797035047,2021-03-12T11:00:00,FM-12,4,,41,48,,,0.07,8,75,29.59,BKN:06 27 SCT:03 98,29.41,18.02,45,230,,21,SYN09403797 47579 /2318 10091 20049 39960 40019 58024 723// 333 55302 20969 86/27 83/60 90710 91131=,FM-12,4,
3797035047,2021-03-12T12:00:00,FM-12,4,,40,48,,,0.05,6,72,29.58,SCT:03 108,29.41,24.85,44,240,,22,SYN08803797 15982 /2419 10090 20042 39959 40018 56018 69901 333 55301 21003 83/61 90710 91133=,FM-12,4,
3797035047,2021-03-12T13:00:00,FM-12,4,,40,49,,,0.03,6,69,29.58,BKN:05 27 SCT:03 32,29.41,12.43,45,240,,24,SYN08803797 45570 /2421 10097 20043 39959 40018 56009 333 55305 21584 85/27 83/33 90710 91132=,FM-12,4,
3797035047,2021-03-12T14:00:00,FM-12,4,,37,49,,,0.01,8,62,29.57,SCT:04 33 BKN:05 40,29.4,18.02,44,250,,22,SYN08803797 45679 /2519 10097 20027 39956 40015 58003 333 55301 21104 84/34 85/41 90710 91131=,FM-12,4,
3797035047,2021-03-12T15:00:00,FM-12,4,,38,49,,,0,7,67,29.58,SCT:03 30,29.41,21.75,44,240,,18,SYN08203797 45681 /2416 10093 20035 39958 40017 57001 333 55301 21055 83/30 90710 91135=,FM-12,4,
3797035047,2021-03-12T16:00:00,FM-12,4,,37,50,,,0.02,8,60,29.57,FEW:01 37 SCT:04 44,29.39,18.64,44,250,,21,SYN08803797 45680 /2518 10102 20028 39953 40012 58006 333 55303 20934 81/38 84/45 90710 91129=,FM-12,4,
3797035047,2021-03-12T17:00:00,FM-12,4,,37,48,,,0.01,8,65,29.56,FEW:01 43,29.39,18.64,43,230,,18,SYN08203797 45680 /2316 10091 20027 39952 40011 58004 333 55305 20520 81/44 90710 91125=,FM-12,4,
3797035047,2021-03-12T18:00:00,FM-12,4,,37,45,,,0.02,6,74,29.56,FEW:01 48,29.39,18.64,41,240,,18,SYN10003797 15680 /2416 10073 20030 39952 40011 56007 69902 333 10107 55300 20115 81/49 90710 91129 91026=,FM-12,4,
3797035047,2021-03-12T19:00:00,FM-12,4,,37,44,,,-0.01,3,78,29.58,BKN:06 207,29.4,18.64,41,230,,17,SYN08203797 45980 /2315 10066 20030 39956 40016 53003 333 55300 20000 86/71 90710 91127=,FM-12,4,
3797035047,2021-03-12T20:00:00,FM-12,4,,39,44,,,0,8,83,29.56,BKN:06 108 BKN:06 236,29.39,10.56,42,230,,17,SYN07603797 45967 /2315 10068 20041 39951 40011 58001 333 55300 20000 86/61 86/74=,FM-12,4,
3797035047,2021-03-12T21:00:00,FM-12,4,,40,45,,,0.03,8,83,29.54,FEW:01 89 BKN:05 128,29.36,7.46,43,220,,15,SYN07603797 45962 /2213 10073 20045 39943 40002 58009 333 55300 20000 81/59 85/63=,FM-12,4,
3797035047,2021-03-12T22:00:00,FM-12,4,,40,45,,,0.07,8,82,29.5,BKN:07 108,29.33,8.7,43,220,,16,SYN07003797 45964 /2214 10075 20046 39931 49991 58025 333 55300 20000 87/61=,FM-12,4,
